doc_id,0,1,2,3,4,5,6,7,8,9
0,0.30713722914216346,-0.00161830332877054,-0.059917213089017665,-0.05746190273896941,-0.06922517119111037,-0.04416240956534721,-0.030067151047806273,-0.028160154655139255,0.05149043194435923,-0.06801535547036208
1,-0.04286570225477811,-0.07590865000889216,0.24788468721274506,-0.04493630043619556,0.09488204093050787,-0.07716117340183687,-0.06223003981535539,-0.08560011108577532,0.05490033159636659,-0.0089650827367862
2,-0.07411592415645706,-0.022997390274818993,-0.05354334878457254,-0.06663225279912878,0.10754328180051406,0.23277825092780838,0.014448683665004985,-0.021957102852123864,-0.04758066126169169,-0.06794353626453462
3,-0.061414757845767935,-0.00567456614468255,-0.06613918435641702,-0.05863217524773095,-0.03337570273358828,0.06847423753022028,-0.025183545221024034,0.20746806241045498,-0.05900097202142412,0.03347860362995944
4,-0.024482502626620287,0.03618151797351957,-0.045345254948253505,-0.053747023788359466,-0.05999551499304915,0.303528227431728,-0.04062123766158555,0.006130046689237514,-0.05712304214763797,-0.06452521592897914
5,-0.04154094317837477,0.006880912136020087,0.10868637986516413,-0.05304422396775301,-0.051910709973221635,0.0053860815004457135,0.031279891246778574,-0.005165375792758206,0.018086989025830377,-0.01865900086213118
6,-0.02827941975822451,0.04304551126846759,-0.058811235029638836,-0.05351897159130511,0.0751239714675532,0.06439547231278098,0.05687642806935245,0.01946043327004382,-0.04827409467854627,-0.07001809533048325
7,0.0995624719520875,0.08852870214328024,-0.043145826101809566,-0.046878112706966416,0.03522088356788303,0.022824714743784738,-0.054465037836483494,-0.03563427154494314,-0.011846655496950659,-0.05416686871988222
8,-0.06278995106647282,-0.00011459933797842992,-0.05396102507573512,-0.06614880166062226,-0.009014318277833666,0.28224038860663925,0.021190267025510287,0.023614770284631173,-0.059069427458875653,-0.07594730303926295
9,-0.04984757714132458,-0.02697604995617023,-0.06108722015797017,-0.05927784997812425,-0.04955726962307933,0.32888733828779837,-0.041901315155610276,0.034162761732703745,-0.027674692122285932,-0.046728125885937284
10,-0.021454050470996314,0.026462169582928935,-0.041076250035397055,-0.07100613446851976,-0.045200020666558295,-0.03467719536963294,-0.045591366276951095,-0.026161968775519004,0.33132110595547226,-0.07261628947482687
11,-0.07389521457493994,-0.02205842230403536,-0.05413569875913707,-0.03682812799706839,0.08700485389195461,0.20365928773506195,0.043787161840198846,-0.020803520677269788,-0.05546858062570459,-0.07126173852906045
12,0.04297852010841788,0.10123836428305677,0.13273152046244147,-0.06715422646141773,-0.0733917286181473,-0.07225801808604829,-0.06310706225450874,-0.06492257727482767,0.1384452789801741,-0.07456007113914029
13,-0.058166560662692456,-0.042927422604757515,-0.05802503714064681,-0.07108576577181988,0.025065416347272496,0.25002767484759114,0.035355082305941754,0.034575212401059846,-0.04534832650228911,-0.06947027321965947
14,0.05133799551199392,0.303454511928519,0.0017299497336824843,-0.06606215556152356,-0.06535361254659539,-0.07040436395226254,-0.0713345214774457,-0.02857995236954604,-0.0003518875809403743,-0.05443596368588181
15,-0.03655558998568059,-0.04419462916151669,0.17272115581826972,-0.04413557991090201,-0.06514951029496047,0.005968394420715409,-0.008987694119442294,0.043616887900273266,0.0096677571019924,-0.03295119176874854
16,-0.05555215236519842,-0.06572906949270046,-0.05962740186193018,-0.04406154981035431,0.2253165752676681,0.14567629808094232,0.016595363300812724,-0.041798077446658755,-0.06208557777878765,-0.058734407893793486
17,-0.03358714697264992,0.13222119753597739,-0.055842561580539525,-0.038746742162812216,-0.03406724796735579,-0.015489022693410598,-0.035350441610371416,0.07372844871180328,0.05971715842824951,-0.052583641688890806
18,0.04740133031961191,-0.04932452214805078,-0.041289792776820065,-0.06634829978481432,0.012353903102108058,-0.047339543423093086,-0.0445381433337565,0.03280521781048429,0.21385746423357513,-0.05757761399924461
19,-0.024486501138543434,-0.052987256875607444,-0.05789293980161067,-0.0729750641170446,0.014342262420956362,0.3328855756922131,-0.014752923792149195,-0.0071351626376049415,-0.05623822045167462,-0.06075976929893472
20,-0.04852649451846846,0.045260119907953505,-0.06520918254488894,-0.04318745292744929,0.20055021997397296,0.05955889347624285,-0.0020666772653336746,-0.05623728040507698,-0.02433845227994,-0.06580369341701195
21,-0.008974383782106687,0.0010470262284034554,-0.03579817581980252,-0.004566019272826627,0.07354991242549258,0.03898617507291044,-0.004713057498945086,-0.01869594669063912,-0.02763821396639561,-0.013197316696090824
22,-0.013231358981251648,0.3607581670115949,-0.07351892455763448,-0.060375752976179184,-0.05414207310937028,-0.01680858517360316,-0.05232265976052696,0.011810287610643844,-0.053262849613690155,-0.048906250449982994
23,0.0005535140234926572,0.04721103454865988,-0.06525430045597783,0.0017562751026191509,0.0343390835313859,0.09216905682902607,-0.02567527493409512,0.03725752741819355,-0.056918040574570825,-0.06543887548873348
24,0.01004098134641257,-0.044153942854673014,-0.03996375014360374,0.20850840349393193,0.003132275087039879,-0.029904484015984695,-0.02154020487595397,-0.03402664393121574,-0.03973143141536512,-0.012361202690588283
25,-0.06047036859995466,-0.06525298224384007,-0.05102984616483726,-0.021788210280494838,0.15938926301429793,0.18981304438953897,-0.008197717763558612,-0.03816638304470049,-0.046887454927648606,-0.05740934437880257
26,-0.05497010446537502,-0.05999496427618435,-0.05598602893455721,-0.06372410204693597,0.17802553146915093,0.15885652286671922,0.031979106161452026,-0.022088301739656743,-0.05079461117961919,-0.06130304785499369
27,-0.04025769585561398,-0.03089232656875808,-0.06728920131749855,-0.07198888346156654,-0.002529908196691924,0.31482845727863595,-0.01794203680044354,-0.04981430329891918,0.02195840452379068,-0.05607250630293497
28,-0.05038960149084536,-0.059723476999756255,0.014805287908003117,-0.03654183000311256,0.07215328851667674,0.12382037113096567,-0.015301163361017098,0.05659626890807759,-0.053301408870873195,-0.0521177357381188
29,-0.04956294597264539,0.005988287131957121,-0.06820063556100128,-0.06827894410399879,0.02004110307077732,0.182621372732609,0.00032585972174126177,0.050609317706031665,-0.025900751115046985,-0.0476426636104239
30,-0.04235530301511895,-0.06292010174386978,-0.02954972816865932,0.0012822140322579084,0.0670818528637013,0.12660221082530201,0.03821998436349344,-0.02234921269487898,-0.0314319477729004,-0.044579968689327426
31,-0.020605818222160288,-0.009959245177771178,-0.014545721071950846,0.0025697716711896024,0.016046158075689182,-0.0176749399921637,-0.014744822430035318,0.011427394242830402,-0.012407556003575182,0.059894778907947144
32,-0.020392472117426216,-0.02259824083532226,0.0768797414164667,0.029531943756685664,-0.0189238281326765,-0.03243749626317177,-0.012027207232596537,-0.03425573826283765,-0.011839717363209129,0.04606301503408755
33,-0.051106776978808686,0.18601441938020133,-0.06270468814331825,-0.0707855391855339,-0.0021463114638752834,0.13396833695379673,-0.03495507914799004,0.02369411378342201,-0.049878240633898174,-0.07210023456399572
34,-0.05824843084974371,-0.06176982917476245,-0.059771112653983785,-0.07032127874801337,0.040751059304319076,0.36696798388955154,-0.021609781796791863,-0.024220712818771944,-0.059349009816728894,-0.05242888733507452
35,-0.04306103501593212,0.06431807144447987,0.10194792153945428,-0.025160187986371693,0.04031806075359273,-0.0584172554739093,-0.009937871261076106,0.0044039128143078254,-0.045101015445316535,-0.029310601369229014
36,-0.058917186446668,-0.008637958230859652,-0.06611003018707895,-0.03354570451824525,0.016262007304469375,0.14574322815992888,0.05528126350042978,0.02899427444072189,-0.06787085211239788,-0.011199041910300217
37,-0.04016319325318154,-0.059859533268551895,0.06832074658293771,0.1740422389274011,-0.020273567910296178,-0.07194636450089284,0.043505177343256984,-0.0004293972313393901,-0.05672941809281916,-0.03646668859651481
